keyword,listing_id,title,sold_price,sold_date,sold_at,condition,followers,category,created_at,fetch_date
Helmut Lang SS99,71337656,Helmut Lang SS19 Exclamation Spellout Hoodie,132,2026-04-13,2026-04-13T18:33:35.413Z,is_used,104,tops,2024-12-02T03:02:24.311Z,2026-05-09
Helmut Lang SS99,90647115,Helmut Lang SS98 Faded Classic Cut Denim,180,2026-02-17,2026-02-17T23:35:52.948Z,is_used,192,bottoms,2026-01-10T00:38:41.198Z,2026-05-09
Helmut Lang SS99,88396058,Rare by Helmut Lang SS1999 Abstract Painter Tshirt,450,2026-02-10,2026-02-10T07:09:44.200Z,is_used,117,tops,2025-11-25T15:42:37.519Z,2026-05-09
Helmut Lang SS99,90956562,Helmut Lang SS1998 bootcut denim,180,2026-01-22,2026-01-22T19:12:01.445Z,is_gently_used,63,bottoms,2026-01-15T17:00:46.290Z,2026-05-09
Helmut Lang SS99,89777351,Helmut Lang SS98 Faded Classic Cut Denim,100,2026-01-03,2026-01-03T00:43:26.730Z,is_used,47,bottoms,2025-12-23T04:43:13.692Z,2026-05-09
Helmut Lang SS99,89182447,Helmut Lang SS98 Re-Edition Painter Denim,150,2025-12-21,2025-12-21T22:41:41.056Z,is_used,96,bottoms,2025-12-12T02:52:34.309Z,2026-05-09
Helmut Lang SS99,84916268,Helmut Lang S/S1999 runway nylon hip/waist bag,190,2026-02-15,2026-02-15T15:04:37.067Z,is_gently_used,28,accessories,2025-09-10T05:19:48.331Z,2026-05-09
Helmut Lang SS99,88882476,Helmut Lang S/S1996 Military Contrast Stripe Polo Shirt,170,2026-01-03,2026-01-03T21:20:04.385Z,is_gently_used,7,tops,2025-12-05T19:09:44.940Z,2026-05-09
Helmut Lang SS99,88995138,Helmut Lang S/S1998 Military Shirt With Shoulder Stripped,165,2025-12-11,2025-12-11T06:13:51.032Z,is_gently_used,15,tops,2025-12-08T18:50:54.138Z,2026-05-09
Helmut Lang SS99,87275302,Helmut Lang S/S1999 Underwear Line Mesh T-Shirt,100,2025-11-21,2025-11-21T17:12:43.583Z,is_gently_used,8,tops,2025-11-02T19:40:48.983Z,2026-05-09
Helmut Lang SS99,87329419,Helmut Lang S/S1998 Vintage Classic Dark Blue Denim Jacket,200,2025-11-12,2025-11-12T18:06:09.421Z,is_gently_used,7,outerwear,2025-11-03T21:17:31.847Z,2026-05-09
Helmut Lang SS99,87752263,SS1997 HELMUT LANG COCK RING CAFE RACER JACKET,380,2026-04-29,2026-04-29T13:43:54.722Z,is_used,50,outerwear,2025-11-12T14:44:33.005Z,2026-05-09
Helmut Lang SS99,88349514,SS96 Helmut Lang Mesh Collared Button Up Long Sleeve,56,2026-01-12,2026-01-12T21:47:09.088Z,is_gently_used,34,tops,2025-11-24T17:16:32.032Z,2026-05-09
Helmut Lang SS99,84905445,SS98 Helmut Lang Runway Painter Denim Jeans,750,2025-11-26,2025-11-26T11:49:22.088Z,is_gently_used,103,bottoms,2025-09-10T00:02:39.900Z,2026-05-09
Helmut Lang SS99,90322970,SS98 Archive Helmut Lang Faded Black Runway Denim Jeans,315,2026-02-08,2026-02-08T03:27:14.477Z,is_used,29,bottoms,2026-01-03T19:06:19.931Z,2026-05-09
Helmut Lang SS99,72290132,SS98 Archive Helmut Lang White Denim,210,2025-11-10,2025-11-10T17:19:40.866Z,is_used,48,bottoms,2024-12-20T05:07:14.889Z,2026-05-09
Helmut Lang SS99,89662221,Helmut Lang Spring / Summer 2019 Big Logo Hoodie SS19,170,2026-01-19,2026-01-19T07:55:01.409Z,is_gently_used,37,tops,2025-12-21T02:41:54.561Z,2026-05-09
Helmut Lang SS99,79695244,SS1996 Nylon Contrast Collar shirt,130,2026-04-20,2026-04-20T05:08:54.322Z,is_used,75,tops,2025-05-15T05:18:38.147Z,2026-05-09
Helmut Lang SS99,83499637,Painter Jeans Grey Metallic Rubberized Paint SS1999,228,2026-02-21,2026-02-21T09:49:23.373Z,is_used,17,bottoms,2025-08-10T13:16:47.163Z,2026-05-09
Helmut Lang SS99,91284458,SS98 faded denim,165,2026-01-30,2026-01-30T23:54:15.388Z,is_worn,52,bottoms,2026-01-21T23:09:24.610Z,2026-05-09
Helmut Lang SS99,89006956,SS98 Zipper and Snaps Denim Jacket,90,2026-01-12,2026-01-12T01:21:35.603Z,is_used,61,outerwear,2025-12-08T23:26:30.022Z,2026-05-09
Helmut Lang SS99,26944747,SS1999 Bondage Trousers,300,2025-12-31,2025-12-31T05:10:07.803Z,is_gently_used,55,bottoms,2025-06-27T05:51:38.373Z,2026-05-09
Vetements oversized hoodie,92910894,Vetements Antwerpen Oversized Hoodie,425,2026-03-23,2026-03-23T18:32:29.604Z,is_gently_used,272,tops,2026-02-25T18:28:38.788Z,2026-05-09
Vetements oversized hoodie,86603234,Gray Vetements oversized Logo hoodie,380,2026-03-10,2026-03-10T09:21:55.284Z,is_gently_used,289,tops,2025-11-18T21:41:42.002Z,2026-05-09
Vetements oversized hoodie,92906270,Vetements FW19 patchwork oversized hoodie,515,2026-05-06,2026-05-06T15:32:27.248Z,is_gently_used,11,tops,2026-02-25T04:12:12.550Z,2026-05-09
Vetements oversized hoodie,86789277,SS18 Vetements Genetically Modified Oversized Hoodie,759,2026-03-24,2026-03-24T09:09:22.669Z,is_gently_used,35,tops,2025-10-23T19:16:21.842Z,2026-05-09
Vetements oversized hoodie,93523227,VETEMENTS - LIMITED EDITION - OVERSIZED HOODIE - XL,575,2026-03-09,2026-03-09T17:56:43.915Z,is_gently_used,0,tops,2026-03-09T02:15:37.276Z,2026-05-09
Vetements oversized hoodie,91433727,Vetements “Unicorn” Statement Oversized Hoodie,350,2026-02-16,2026-02-16T17:04:20.645Z,is_new,5,tops,2026-01-25T23:37:53.005Z,2026-05-09
Vetements oversized hoodie,91506136,VETEMENTS METAL LOGO OVERSIZED HOODIE,315,2026-02-09,2026-02-09T11:02:47.344Z,is_gently_used,67,tops,2026-01-26T17:11:02.550Z,2026-05-09
Vetements oversized hoodie,77229642,SS18 Vetements Embroidered Logo Oversized Hoodie Grey,180,2026-01-10,2026-01-10T05:33:37.700Z,is_gently_used,10,tops,2025-03-25T19:23:49.386Z,2026-05-09
Vetements oversized hoodie,95198548,Vetements x Tommy Hilfiger Oversized Hoodie,590,2026-05-04,2026-05-04T22:14:39.088Z,is_gently_used,18,tops,2026-04-10T22:26:55.684Z,2026-05-09
Vetements oversized hoodie,92681094,AW18 Vetements The Collection Graffiti Oversized Hoodie,280,2026-04-14,2026-04-14T20:35:17.648Z,is_gently_used,149,tops,2026-02-19T22:56:39.399Z,2026-05-09
Vetements oversized hoodie,94983708,SS19 Vetements Elbow Holes Embroidered Oversized Hoodie,170,2026-04-12,2026-04-12T22:17:36.820Z,is_gently_used,122,tops,2026-04-06T16:40:38.036Z,2026-05-09
Vetements oversized hoodie,90928451,Vetements Coming Soon Titanic Oversized Hoodie,420,2026-01-15,2026-01-15T03:42:47.013Z,is_gently_used,84,tops,2026-01-15T03:36:49.872Z,2026-05-09
Vetements oversized hoodie,87105739,SS21 Vetements Friends Parody Logo Oversized Hoodie Gray,385,2026-01-04,2026-01-04T21:08:50.722Z,is_gently_used,112,tops,2025-10-30T03:24:59.653Z,2026-05-09
Vetements oversized hoodie,49078962,RARE! Vetements AW18 Rammstein Sehnsucht Oversized Hoodie,1000,2026-01-01,2026-01-01T04:39:02.803Z,is_gently_used,172,tops,2023-08-25T00:32:12.591Z,2026-05-09
Vetements oversized hoodie,86896650,SS18 Vetements Oversized Tommy Hilfiger Logo Hoodie Red,285,2025-12-23,2025-12-23T12:28:07.921Z,is_gently_used,174,tops,2025-10-26T22:54:29.678Z,2026-05-09
Vetements oversized hoodie,88923189,Vetements SS19 ‘Augmented Reality’ Oversized Hoodie,197,2025-12-15,2025-12-15T06:52:56.982Z,is_gently_used,26,tops,2025-12-06T20:28:18.564Z,2026-05-09
Vetements oversized hoodie,86991104,SS18 Vetements Oversized Tommy Hilfiger Logo Hoodie Grey,300,2025-12-02,2025-12-02T21:27:11.990Z,is_gently_used,375,tops,2025-10-27T22:16:13.355Z,2026-05-09
Vetements oversized hoodie,95451666,SS18 Vetements Oversized Tommy Hilfiger Logo Layered Hoodie,290,2026-05-03,2026-05-03T13:55:25.271Z,is_gently_used,493,tops,2026-04-15T23:09:39.673Z,2026-05-09
Vetements oversized hoodie,93189356,Vetements FW19 inside out red oversized hoodie,275,2026-03-05,2026-03-05T16:30:25.409Z,is_gently_used,2,tops,2026-03-02T21:53:42.494Z,2026-05-09
Vetements oversized hoodie,92987150,SS18 Vetements x Tommy Hilfiger Red Oversized Hoodie,290,2026-02-28,2026-02-28T04:35:16.841Z,is_gently_used,7,tops,2026-02-26T04:34:35.645Z,2026-05-09
Vetements oversized hoodie,85349735,SS18 Vetements Oversized The Collection Graffiti Logo Hoodie,300,2026-02-21,2026-02-21T17:14:23.399Z,is_gently_used,411,tops,2025-09-21T03:10:25.010Z,2026-05-09
Vetements oversized hoodie,79048833,S Vetements CITY METAL red LOGO oversized hoodie,420,2026-02-21,2026-02-21T04:42:23.870Z,is_gently_used,49,tops,2025-04-30T18:49:17.166Z,2026-05-09
Vetements oversized hoodie,90935510,Vetements SS18 The Collection Graffiti Oversized Hoodie,237,2026-02-17,2026-02-17T18:18:15.598Z,is_gently_used,63,tops,2026-01-15T07:00:43.233Z,2026-05-09
Vetements oversized hoodie,91788597,SS18 Vetements Hong Kong DHL Umbro Oversized Hoodie,300,2026-02-01,2026-02-01T05:11:49.982Z,is_gently_used,1,tops,2026-02-01T03:07:11.134Z,2026-05-09
Vetements oversized hoodie,90214577,SS18 Vetements Matterhorn Upside Down Oversized Shirt Hoodie,250,2026-01-23,2026-01-23T22:50:07.963Z,is_gently_used,23,tops,2026-01-01T05:20:09.388Z,2026-05-09
Vetements oversized hoodie,88883822,Vetements Special Edition Neon Green Oversized Hoodie,242,2026-01-08,2026-01-08T20:16:29.749Z,is_used,381,tops,2025-12-05T19:45:16.424Z,2026-05-09
Vetements oversized hoodie,87777862,S Vetements CITY METAL red LOGO oversized hoodie,620,2025-12-14,2025-12-14T01:12:45.073Z,is_gently_used,11,tops,2025-11-12T23:57:52.418Z,2026-05-09
Vetements oversized hoodie,94069920,x South Park Oversized Hoodie,220,2026-03-21,2026-03-21T21:29:29.745Z,is_gently_used,28,tops,2026-03-19T05:16:11.830Z,2026-05-09
Vetements oversized hoodie,94023804,FW18-19 Russia Patchwork Oversized Hoodie,363,2026-03-21,2026-03-21T05:30:51.615Z,is_gently_used,39,tops,2026-03-18T05:28:41.330Z,2026-05-09
Vetements oversized hoodie,89239002,VETMENTS Black Oversized Hoodie,200,2026-02-14,2026-02-14T09:56:06.438Z,is_gently_used,72,tops,2025-12-12T23:50:03.390Z,2026-05-09
Vetements oversized hoodie,91305044,SS19 Pirate Skull and Crossbones Oversized Hoodie,550,2026-01-23,2026-01-23T03:05:55.973Z,is_used,7,tops,2026-01-22T15:42:49.941Z,2026-05-09
Vetements oversized hoodie,84310635,Black Marine Infantry Skull Mask Oversized Hoodie,490,2026-01-20,2026-01-20T20:09:50.482Z,is_new,78,tops,2025-08-26T18:53:09.681Z,2026-05-09
Vetements oversized hoodie,86486490,Black and Yellow World Tour Logo Oversized Hoodie,300,2025-11-29,2025-11-29T00:27:59.524Z,is_new,5,tops,2025-10-16T14:26:57.080Z,2026-05-09
Vetements oversized hoodie,85913439,SS19 ‘Augmented Reality’ Oversized Hoodie,297,2025-11-12,2025-11-12T05:49:47.669Z,is_gently_used,5,tops,2025-10-03T21:19:49.829Z,2026-05-09
Vetements oversized hoodie,93174096,Vetements Oversized Sweatshirt,250,2026-03-24,2026-03-24T03:21:05.962Z,is_gently_used,199,tops,2026-03-02T04:22:11.345Z,2026-05-09
Vetements oversized hoodie,92170025,Limited Edition Oversized Neon Hoodie,200,2026-02-24,2026-02-24T15:21:37.502Z,is_used,39,tops,2026-02-09T01:04:49.952Z,2026-05-09
Vetements oversized hoodie,90151251,Pirate Bay Oversized Gimp Hacker Hoodie,400,2026-01-07,2026-01-07T20:08:55.625Z,is_gently_used,10,tops,2025-12-30T19:25:12.363Z,2026-05-09
Vetements oversized hoodie,89233423,Y2K OVERSIZED BAGGY NEW WORLD HOODIE RAF VETEMENTS,68,2026-01-15,2026-01-15T01:41:54.403Z,is_used,15,tops,2025-12-12T21:55:36.921Z,2026-05-09
Vetements oversized hoodie,93834747,*RARE* VETEMENTS TAPE LOGO OVERSIZED SWEATER BY DEMNA SS18,222,2026-03-17,2026-03-17T20:26:07.832Z,is_used,40,tops,2026-03-14T14:05:18.996Z,2026-05-09
Vetements oversized hoodie,86753354,Oversized Layered Sleeve Automne-Hiver Vetements Hoodie,330,2025-12-03,2025-12-03T01:34:56.407Z,is_gently_used,20,tops,2025-10-22T22:09:40.352Z,2026-05-09
Vetements oversized hoodie,94370461,Vetements 99 New Oversize Hoodie XL Sick Spring,375,2026-04-13,2026-04-13T08:10:36.586Z,is_gently_used,4,tops,2026-03-25T09:22:32.563Z,2026-05-09
Vetements oversized hoodie,90564361,Vetements SS21 Heartbreaker Unicorn hoodie Oversize,350,2026-02-04,2026-02-04T19:17:36.606Z,is_gently_used,10,tops,2026-01-08T18:02:54.012Z,2026-05-09
Vetements oversized hoodie,86550586,Oversize sweater,150,2025-11-15,2025-11-15T20:51:30.283Z,is_gently_used,24,tops,2025-10-17T23:36:32.103Z,2026-05-09
Hysteric Glamour snake jeans,94791059,Hysteric Glamour Snake Denim Jeans,200,2026-05-04,2026-05-04T13:27:33.474Z,is_gently_used,81,bottoms,2026-04-01T19:25:04.295Z,2026-05-09
Hysteric Glamour snake jeans,33575834,Hysteric Glamour Snake Patern Skinny Jeans,120,2025-11-14,2025-11-14T00:41:10.118Z,is_used,4,womens_bottoms,2022-08-21T19:17:57.931Z,2026-05-09
Hysteric Glamour snake jeans,94040530,“Kinky Jeans” By Hysteric Glamour Snake Denim,600,2026-05-04,2026-05-04T19:44:37.929Z,is_gently_used,62,bottoms,2026-03-18T15:19:40.030Z,2026-05-09
Hysteric Glamour snake jeans,91332493,Hysteric Glamour Snake Print,39,2026-04-29,2026-04-29T06:40:03.814Z,is_gently_used,5,womens_bottoms,2026-01-22T21:44:05.715Z,2026-05-09
Hysteric Glamour snake jeans,63123447,Hysteric Glamour Snake Denim,450,2026-04-24,2026-04-24T00:44:05.932Z,is_gently_used,21,womens_bottoms,2024-06-26T15:16:39.203Z,2026-05-09
Hysteric Glamour snake jeans,96172711,2000's Flare line up snake tornadomart style Jeans,100,2026-05-09,2026-05-09T02:46:18.874Z,is_gently_used,32,bottoms,2026-05-01T17:18:13.852Z,2026-05-09
Hysteric Glamour snake jeans,93995249,Original Rare Guess Jeans Glamour Snake Skin,100,2026-05-07,2026-05-07T00:01:37.161Z,is_used,23,bottoms,2026-03-17T16:18:07.307Z,2026-05-09
Hysteric Glamour snake jeans,93202701,2000's Flare line up snake tornadomart style Jeans,40,2026-04-20,2026-04-20T19:20:48.462Z,is_gently_used,20,bottoms,2026-03-02T17:20:33.079Z,2026-05-09
Hysteric Glamour snake jeans,91286122,⚡️Flare⚡️Vintage Japanese Brand Snake Skin Whiskering Jeans,80,2026-02-11,2026-02-11T11:55:35.704Z,is_used,11,bottoms,2026-01-21T23:46:19.951Z,2026-05-09
